sequence,variable,value
566,param_163,0.213
567,param_163,0.201
568,param_163,0.14
569,param_163,0.116
570,param_163,0.142
571,param_163,0.168
572,param_163,0.151
573,param_163,0.109
574,param_163,0.125
575,param_163,0.104
576,param_163,0.134
577,param_163,0.103
578,param_163,0.114
579,param_163,0.082
580,param_163,0.116
581,param_163,0.153
582,param_163,0.155
583,param_163,0.092
584,param_163,0.123
585,param_163,0.053
586,param_163,0.103
587,param_163,0.116
588,param_163,0.118
589,param_163,0.111
590,param_163,0.107
591,param_163,0.047
592,param_163,0.071
593,param_163,0.035
594,param_163,0.094
595,param_163,0.022
596,param_163,0.101
597,param_163,0.184
598,param_163,0.114
599,param_163,0.082
600,param_163,0.209
601,param_163,0.208
602,param_163,0.105
603,param_163,0.122
604,param_163,0.07
605,param_163,0.128
606,param_163,0.098
607,param_163,0.068
608,param_163,0.055
609,param_163,0.125
610,param_163,0.113
611,param_163,0.14
612,param_163,0.021
613,param_163,0.116
614,param_163,0.107
615,param_163,0.093
616,param_163,0.149
617,param_163,0.109
618,param_163,0.126
619,param_163,0.107
620,param_163,0.032
621,param_163,0.131
622,param_163,0.135
623,param_163,0.064
624,param_163,0.075
625,param_163,0.086
626,param_163,0.132
627,param_163,0.1
628,param_163,0.083
629,param_163,0.116
630,param_163,0.116
631,param_163,0.102
632,param_163,0.118
633,param_163,0.126
634,param_163,0.133
635,param_163,0.082
636,param_163,0.101
637,param_163,0.135
638,param_163,0.07
639,param_163,0.08
640,param_163,0.073
641,param_163,0.115
642,param_163,0.166
643,param_163,0.111
644,param_163,0.119
645,param_163,0.08
646,param_163,0.122
647,param_163,0.033
648,param_163,0.126
649,param_163,0.153
650,param_163,0.064
651,param_163,0.118
652,param_163,0.145
653,param_163,0.142
654,param_163,0.127
655,param_163,0.118
656,param_163,0.146
657,param_163,0.113
658,param_163,0.108
659,param_163,0.09
660,param_163,0.088
661,param_163,0.145
662,param_163,0.108
663,param_163,0.114
664,param_163,0.124
665,param_163,0.109
666,param_163,0.135
667,param_163,0.0
668,param_163,0.073
669,param_163,0.103
670,param_163,0.09
671,param_163,0.176
672,param_163,0.093
673,param_163,0.156
674,param_163,0.196
675,param_163,0.133
676,param_163,0.12
677,param_163,0.108
678,param_163,0.043
679,param_163,0.141
680,param_163,0.146
681,param_163,0.118
682,param_163,0.093
683,param_163,0.136
684,param_163,0.131
685,param_163,0.035
686,param_163,0.097
687,param_163,0.1
688,param_163,0.183
689,param_163,0.142
690,param_163,0.135
691,param_163,0.127
692,param_163,0.067
693,param_163,0.063
694,param_163,0.092
695,param_163,0.128
696,param_163,0.135
697,param_163,0.083
698,param_163,0.055
699,param_163,0.149
700,param_163,0.088
701,param_163,0.118
702,param_163,0.045
703,param_163,0.145
704,param_163,0.04
705,param_163,0.094
706,param_163,0.11
707,param_163,0.106
708,param_163,0.044
709,param_163,0.068
710,param_163,0.109
711,param_163,0.111
712,param_163,0.11
713,param_163,0.069
714,param_163,0.049
715,param_163,0.173
716,param_163,0.198
717,param_163,0.13
718,param_163,0.086
719,param_163,0.102
720,param_163,0.062
721,param_163,0.134
722,param_163,0.087
723,param_163,0.215
724,param_163,0.086
725,param_163,0.113
726,param_163,0.102
727,param_163,0.109
728,param_163,0.172
729,param_163,0.075
730,param_163,0.118
731,param_163,0.222
732,param_163,0.153
733,param_163,0.104
734,param_163,0.168
735,param_163,0.085
736,param_163,0.113
737,param_163,0.128
738,param_163,0.141
739,param_163,0.108
740,param_163,0.148
741,param_163,0.133
742,param_163,0.084
743,param_163,0.144
744,param_163,0.231
745,param_163,0.103
746,param_163,0.107
747,param_163,0.093
748,param_163,0.098
749,param_163,0.078
750,param_163,0.238
751,param_163,0.075
752,param_163,0.1402044728434505
753,param_163,0.052
754,param_163,0.085
755,param_163,0.072
756,param_163,0.099
757,param_163,0.089
758,param_163,0.301
759,param_163,0.061
760,param_163,0.157
761,param_163,0.048
762,param_163,0.077
763,param_163,0.064
764,param_163,0.208
765,param_163,0.123
766,param_163,0.151
767,param_163,0.088
768,param_163,0.131
769,param_163,0.155
770,param_163,0.122
771,param_163,0.101
772,param_163,0.059
773,param_163,0.212
774,param_163,0.17
775,param_163,0.136
776,param_163,0.195
777,param_163,0.144
778,param_163,0.112
779,param_163,0.234
780,param_163,0.179
781,param_163,0.165
782,param_163,0.282
783,param_163,0.249
784,param_163,0.159
979,param_172,0.3589
980,param_172,0.3549
981,param_172,0.3461
982,param_172,0.2655
983,param_172,0.2655
984,param_172,0.3179
985,param_172,0.3927
986,param_172,0.206
987,param_172,0.3938
988,param_172,0.3334
989,param_172,0.3427
990,param_172,0.3938
991,param_172,0.3672
992,param_172,0.2235
993,param_172,0.3574
1536,param_129,-0.9934
1537,param_129,-0.5677
1538,param_129,-0.9934
1539,param_129,-0.9934
1540,param_129,-0.9934
1541,param_129,-0.9934
1542,param_129,0.0
1543,param_129,0.0
1544,param_129,0.0
1545,param_129,0.0
1546,param_129,0.0
1547,param_129,-0.5677
850,param_165,0.221
851,param_165,0.146
852,param_165,0.137
853,param_165,0.272
854,param_165,0.215
855,param_165,0.263
856,param_165,0.097
857,param_165,0.143
858,param_165,0.331
859,param_165,0.187
860,param_165,0.076
861,param_165,0.122
862,param_165,0.191
863,param_165,0.137
864,param_165,0.244
865,param_165,0.331
866,param_165,0.146
867,param_165,0.331
868,param_165,0.066
869,param_165,0.215
870,param_165,0.334
871,param_165,0.122
872,param_165,0.148
873,param_165,0.119
874,param_165,0.158
875,param_165,0.172
876,param_165,0.157
877,param_165,0.139
878,param_165,0.138
879,param_165,0.168
880,param_165,0.449
881,param_165,0.26
882,param_165,0.169
883,param_165,0.284
884,param_165,0.312
885,param_165,0.25
886,param_165,0.162
887,param_165,0.139
888,param_165,0.196
889,param_165,0.176
890,param_165,0.209
891,param_165,0.178
892,param_165,0.291
893,param_165,0.097
894,param_165,0.041
895,param_165,0.262
896,param_165,0.137
897,param_165,0.233
898,param_165,0.209
899,param_165,0.179
900,param_165,0.205
901,param_165,0.156
902,param_165,0.139
903,param_165,0.206
904,param_165,0.224
905,param_165,0.104
906,param_165,0.237
907,param_165,0.271
908,param_165,0.357
909,param_165,0.204
910,param_165,0.263
911,param_165,0.189
912,param_165,0.069
913,param_165,0.166
914,param_165,0.142
915,param_165,0.274
916,param_165,0.09
917,param_165,0.192
918,param_165,0.336
919,param_165,0.056
920,param_165,0.234
921,param_165,0.054
922,param_165,0.366
923,param_165,0.197
924,param_165,0.143
925,param_165,0.406
926,param_165,0.205
927,param_165,0.252
928,param_165,0.172
929,param_165,0.12
930,param_165,0.244
931,param_165,0.141
932,param_165,0.063
933,param_165,0.295
934,param_165,0.345
935,param_165,0.085
936,param_165,0.186
937,param_165,0.076
938,param_165,0.013
939,param_165,0.069
940,param_165,0.325
941,param_165,0.11
942,param_165,0.048
943,param_165,0.045
944,param_165,0.431
945,param_165,0.235
946,param_165,0.139
947,param_165,0.203
948,param_165,0.172
949,param_165,0.257
950,param_165,0.16
951,param_165,0.253
952,param_165,0.36
953,param_165,0.17
954,param_165,0.103
955,param_165,0.177
956,param_165,0.209
957,param_165,0.312
958,param_165,0.441
959,param_165,0.204
960,param_165,0.16
961,param_165,0.099
962,param_165,0.256
963,param_165,0.048
964,param_165,0.352
965,param_165,0.17
966,param_165,0.097
967,param_165,0.324
968,param_165,0.112
969,param_165,0.25
970,param_165,0.108
971,param_165,0.244
972,param_165,0.2
973,param_165,0.097
974,param_165,0.111
975,param_165,0.259
976,param_165,0.24
977,param_165,0.27
978,param_165,0.233
979,param_165,0.227
980,param_165,0.196
981,param_165,0.152
982,param_165,0.138
983,param_165,0.151
984,param_165,0.23
985,param_165,0.277
986,param_165,0.166
987,param_165,0.156
988,param_165,0.111
989,param_165,0.158
990,param_165,0.227
991,param_165,0.129
992,param_165,0.096
993,param_165,0.179
994,param_165,0.217
995,param_165,0.169
996,param_165,0.169
997,param_165,0.23
998,param_165,0.269
999,param_165,0.214
1000,param_165,0.066
1001,param_165,0.169
1002,param_165,0.133
1003,param_165,0.131
1004,param_165,0.155
1005,param_165,0.149
1006,param_165,0.213
1007,param_165,0.151
1008,param_165,0.07
1009,param_165,0.189
1010,param_165,0.213
1011,param_165,0.311
1012,param_165,0.105
1013,param_165,0.273
1014,param_165,0.18
1015,param_165,0.117
1016,param_165,0.288
1017,param_165,0.346
1018,param_165,0.263
1019,param_165,0.315
1020,param_165,0.092
1021,param_165,0.161
1022,param_165,0.106
1023,param_165,0.204
1024,param_165,0.171
1025,param_165,0.319
1026,param_165,0.158
1027,param_165,0.187
1028,param_165,0.05
1029,param_165,0.296
1030,param_165,0.246
1031,param_165,0.156
1032,param_165,0.094
1033,param_165,0.191
1034,param_165,0.216
1035,param_165,0.228
1036,param_165,0.162
1037,param_165,0.232
1038,param_165,0.094
1039,param_165,0.331
1040,param_165,0.311
1041,param_165,0.179
1042,param_165,0.323
1043,param_165,0.149
1044,param_165,0.092
1045,param_165,0.221
1046,param_165,0.375
1047,param_165,0.244
1048,param_165,0.054
1049,param_165,0.292
1050,param_165,0.241
1051,param_165,0.079
1052,param_165,0.249
1053,param_165,0.218
1054,param_165,0.138
1055,param_165,0.092
1056,param_165,0.143
1057,param_165,0.146
1058,param_165,0.103
1059,param_165,0.2
1060,param_165,0.142
1061,param_165,0.42
1062,param_165,0.309
1063,param_165,0.135
1064,param_165,0.275
1065,param_165,0.137
1066,param_165,0.154
1067,param_165,0.24
1068,param_165,0.336
1069,param_165,0.103
1070,param_165,0.178
1071,param_165,0.299
1072,param_165,0.227
1073,param_165,0.148
1074,param_165,0.179
1075,param_165,0.185
1076,param_165,0.3
1077,param_165,0.514
1078,param_165,0.137
1079,param_165,0.159
1080,param_165,0.352
1081,param_165,0.168
1082,param_165,0.177
1083,param_165,0.049
1084,param_165,0.187
1085,param_165,0.118
1086,param_165,0.248
1087,param_165,0.201
1088,param_165,0.256
1089,param_165,0.201
1090,param_165,0.138
1091,param_165,0.182
1092,param_165,0.345
1093,param_165,0.111
1094,param_165,0.193
1095,param_165,0.18
1096,param_165,0.316
1097,param_165,0.24
1098,param_165,0.112
1099,param_165,0.123
1100,param_165,0.1
1101,param_165,0.26
1102,param_165,0.08
1103,param_165,0.208
1104,param_165,0.22
1105,param_165,0.153
1106,param_165,0.158
1107,param_165,0.282
1108,param_165,0.175
1109,param_165,0.255
1110,param_165,0.198
1111,param_165,0.041
1112,param_165,0.138
1113,param_165,0.142
1114,param_165,0.124
1115,param_165,0.22
1116,param_165,0.248
1117,param_165,0.193
1118,param_165,0.051
1119,param_165,0.075
1120,param_165,0.09
1121,param_165,0.237
1122,param_165,0.04
1123,param_165,0.037
1124,param_165,0.333
1125,param_165,0.074
1126,param_165,0.121
1127,param_165,0.213
1128,param_165,0.207
1129,param_165,0.204
1130,param_165,0.29
1131,param_165,0.14
1132,param_165,0.067
1133,param_165,0.352
1134,param_165,0.189
1135,param_165,0.118
1136,param_165,0.279
1137,param_165,0.146
1138,param_165,0.133
1139,param_165,0.183
1323,param_174,0.3033
1324,param_174,0.3672
1325,param_174,0.368
1326,param_174,0.3168
1327,param_174,0.273
1328,param_174,0.368
1329,param_174,0.273
1330,param_174,0.3678
1331,param_174,0.2709
1332,param_174,0.2964
1333,param_174,0.3363
1334,param_174,0.3334
1335,param_174,0.3889
1336,param_174,0.2971
1337,param_174,0.2971
608,param_168,0.151
609,param_168,0.115
610,param_168,0.24
611,param_168,0.051
612,param_168,0.205
613,param_168,0.117
614,param_168,0.048
615,param_168,0.056
616,param_168,0.128
617,param_168,0.053
618,param_168,0.091
619,param_168,0.088
1045,param_136,96.6
1046,param_136,111.5
1047,param_136,192.1
1048,param_136,201.4
1049,param_136,118.9
1050,param_136,168.5
1051,param_136,165.1
1052,param_136,128.2
1053,param_136,165.4
1054,param_136,95.2
1055,param_136,60.4
1056,param_136,97.2
1057,param_136,152.0
1058,param_136,127.8
1059,param_136,107.8
1060,param_136,123.1
1061,param_136,166.2
1062,param_136,136.7
1063,param_136,209.4
1064,param_136,97.2
1065,param_136,87.7
1066,param_136,175.4
1067,param_136,185.4
1068,param_136,99.5
1069,param_136,67.7
1070,param_136,165.3
1071,param_136,96.7
1072,param_136,128.3
1073,param_136,94.6
1074,param_136,68.9
1075,param_136,179.0
1076,param_136,156.4
1077,param_136,188.0
1078,param_136,97.0
1079,param_136,214.9
1080,param_136,70.8
1081,param_136,133.6
1082,param_136,88.2
1083,param_136,107.0
1084,param_136,82.3
1085,param_136,198.4
1086,param_136,117.4
1087,param_136,92.7
1088,param_136,84.7
1089,param_136,172.0
1090,param_136,138.7
1091,param_136,77.7
1092,param_136,171.6
1093,param_136,142.3
1094,param_136,154.2
1095,param_136,94.3
1096,param_136,126.7
1097,param_136,173.7
1098,param_136,164.6
1099,param_136,148.0
1100,param_136,197.5
1101,param_136,121.6
1102,param_136,249.5
1103,param_136,73.0
1104,param_136,134.4
1105,param_136,109.5
1106,param_136,218.5
1107,param_136,231.3
1108,param_136,101.9
1109,param_136,96.2
1110,param_136,172.1
1111,param_136,50.7
1112,param_136,171.9
1113,param_136,98.0
1114,param_136,134.1
1115,param_136,88.4
1116,param_136,163.9
1117,param_136,202.4
1118,param_136,187.4
1119,param_136,163.2
1120,param_136,55.4
1121,param_136,162.5
1122,param_136,163.8
1123,param_136,75.5
1124,param_136,264.0
1125,param_136,163.0
1126,param_136,180.4
1127,param_136,281.9
1128,param_136,226.0
1129,param_136,166.3
1130,param_136,135.0
1131,param_136,106.7
1132,param_136,123.2
1133,param_136,201.2
1134,param_136,185.8
1135,param_136,100.8
1136,param_136,202.9
1137,param_136,204.4
1138,param_136,84.5
1139,param_136,206.9
1140,param_136,116.5
1141,param_136,61.9
1142,param_136,140.5
1143,param_136,172.3
1144,param_136,218.5
1145,param_136,137.5
1146,param_136,207.2
1147,param_136,144.0
1148,param_136,186.4
1149,param_136,153.0
1150,param_136,188.8
1151,param_136,96.3
1152,param_136,232.7
1153,param_136,94.3
1154,param_136,102.4
1155,param_136,71.1
1156,param_136,115.5
1157,param_136,128.3
1158,param_136,233.5
1159,param_136,120.5
1160,param_136,182.6
1161,param_136,171.3
1162,param_136,147.9
1163,param_136,201.7
1164,param_136,184.3
1165,param_136,82.1
1166,param_136,138.7
1167,param_136,81.7
1168,param_136,190.6
1169,param_136,56.8
1170,param_136,94.5
1171,param_136,134.0
1172,param_136,126.1
1173,param_136,104.4
1174,param_136,166.9
1175,param_136,115.0
1176,param_136,185.5
1177,param_136,191.0
1178,param_136,177.8
1179,param_136,176.6
1180,param_136,231.5
1181,param_136,152.5
1182,param_136,95.4
1183,param_136,151.1
1184,param_136,147.2
1185,param_136,79.6
1186,param_136,138.2
1187,param_136,143.9
1188,param_136,185.7
1189,param_136,184.9
1190,param_136,127.3
1191,param_136,168.7
1192,param_136,82.7
1193,param_136,94.1
1194,param_136,139.6
1195,param_136,75.4
1196,param_136,187.9
1197,param_136,152.0
1198,param_136,247.5
1199,param_136,95.0
1200,param_136,85.8
1201,param_136,165.8
1202,param_136,94.9
1203,param_136,123.0
1204,param_136,101.1
1205,param_136,124.2
1206,param_136,105.6
1207,param_136,237.6
1208,param_136,181.3
1209,param_136,107.3
1210,param_136,136.7
1211,param_136,114.1
1212,param_136,141.0
1213,param_136,156.3
1214,param_136,94.6
1215,param_136,90.0
1216,param_136,129.0
1217,param_136,87.3
1218,param_136,98.6
1219,param_136,85.3
1220,param_136,93.3
1221,param_136,76.2
1222,param_136,114.2
1223,param_136,157.8
1224,param_136,199.6
1225,param_136,101.0
1226,param_136,176.8
1227,param_136,144.5
1228,param_136,84.1
1229,param_136,75.3
1230,param_136,195.5
1231,param_136,132.6
1232,param_136,82.6
1233,param_136,171.3
1234,param_136,127.7
1235,param_136,98.7
1236,param_136,97.4
1237,param_136,114.5
1238,param_136,190.3
1239,param_136,73.5
1240,param_136,149.6
1241,param_136,77.8
1242,param_136,104.5
1243,param_136,112.1
1244,param_136,140.3
1245,param_136,223.5
1246,param_136,157.1
1247,param_136,103.9
1248,param_136,75.7
1249,param_136,47.8
1250,param_136,160.2
1251,param_136,202.1
1252,param_136,176.8
1253,param_136,153.0
1254,param_136,216.8
1255,param_136,175.6
1256,param_136,152.4
1257,param_136,58.7
1258,param_136,163.3
1259,param_136,201.6
1260,param_136,186.5
1261,param_136,155.7
1262,param_136,144.2
1263,param_136,243.6
1264,param_136,177.3
1265,param_136,58.9
1266,param_136,82.5
1267,param_136,176.7
1268,param_136,151.2
1269,param_136,59.9
1270,param_136,187.4
1271,param_136,86.7
1272,param_136,88.1
1273,param_136,190.2
1274,param_136,66.8
1275,param_136,206.1
1276,param_136,66.6
1277,param_136,168.1
1278,param_136,186.5
1279,param_136,71.3
1280,param_136,86.9
1281,param_136,199.8
1282,param_136,76.9
1283,param_136,65.4
1284,param_136,140.0
1285,param_136,74.5
1286,param_136,199.4
1287,param_136,196.0
1288,param_136,91.2
1289,param_136,115.3
1290,param_136,169.0
1291,param_136,135.7
1292,param_136,202.0
1293,param_136,154.7
1294,param_136,123.0
1295,param_136,182.5
1296,param_136,189.4
1297,param_136,255.8
1298,param_136,176.2
1299,param_136,148.2
1300,param_136,169.0
1301,param_136,207.9
1302,param_136,74.7
1303,param_136,91.0
1304,param_136,88.6
1305,param_136,183.9
1306,param_136,169.7
1307,param_136,147.3
1308,param_136,227.4
1309,param_136,159.5
1310,param_136,74.2
1311,param_136,185.1
1312,param_136,73.5
1313,param_136,192.6
1314,param_136,98.7
1315,param_136,234.4
1316,param_136,122.1
1317,param_136,70.2
1318,param_136,148.0
1319,param_136,76.6
1320,param_136,88.2
1321,param_136,129.7
1322,param_136,74.0
1323,param_136,256.4
1324,param_136,179.2
333,param_127,0.5045
334,param_127,0.5563
335,param_127,0.668
336,param_127,0.7024
337,param_127,0.6971
338,param_127,0.6971
339,param_127,0.6971
